index,url,rest_price_idr,review,lat,long,is_chain,rating,new_code_res_type,rank_res_type,new_code_fac,rank_fac,encode,geohash,d_250_airport,d_250_atm,d_250_bank,d_250_cafe,d_250_convenience_store,d_250_gas_station,d_250_hospital,d_250_lodging,d_250_meal_takeaway,d_250_mosque,d_250_park,d_250_restaurant,d_250_school,d_250_store,d_250_supermarket,d_250_train_station,en_250,n_compt_250,avg_n_rest
3868,https://www.zomato.com/jakarta/sate-padang-ajo-ramon-kuningan/info,80000,9.0,-6.2216272392,106.8339082226,1,3.4,0,247,4,0,00000000000000000000000000000000000000000000000000000000010000000100000000000000000000,qqgux5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3871,https://www.zomato.com/jakarta/saladstop-kuningan/info,250000,44.0,-6.215708,106.83007,1,3.9,0,35,0,1383,00000000000000000000000000000000010000000000000000000000000000000000000000000000000000,qqguwu,0.0,11.0,2.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.693427537358534,0.0,0.0
3872,https://www.zomato.com/jakarta/la-tazza-kuningan/info,120000,18.0,-6.224308642,106.8271436915,0,3.3,0,29,4,0,00000000000000000010100000000000000000000000000000000000000000000000000000000000000000,qqguwf,0.0,17.0,1.0,3.0,8.0,0.0,0.0,1.0,46.0,2.0,0.0,5.0,4.0,30.0,7.0,0.0,1.7973020966702071,0.5,3.05
3873,https://www.zomato.com/jakarta/saturdays-karet/info,100000,187.0,-6.2247192671,106.8237664551,0,4.4,0,32,4,0,00000000000000000000101000000000000000000000000000000000000000000000000000000000000000,qqguwf,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,2.153532456654254,1.0,3.533333333333333
3875,https://www.zomato.com/jakarta/eaton-kuningan/info,150000,88.0,-6.2280259203,106.8256738409,1,2.8,0,131,0,97,00000100000000000001000000000000000010000000000000000000000000000000000000000000000000,qqguwf,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9002560512685369,0.0,0.0
3877,https://www.zomato.com/jakarta/sushi-bar-kuningan/info,200000,150.0,-6.224769,106.829562,0,3.5,0,10,0,34,00000000000000000000000000000000000000100000000000000000000000000000000000000010000000,qqguwf,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,1.3341863749329532,0.0,0.0
3878,https://www.zomato.com/jakarta/central-park-manhattan-hotel-kuningan/info,500000,26.0,-6.2258631495,106.8311250955,0,3.2,0,16,0,708,00010000000000000000000000000000000000000000000000000000000000000000000000000000000010,qqgux4,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,1.6133921191386296,0.04,3.1
3880,https://www.zomato.com/jakarta/kopi-yor-kuningan/info,50000,6.0,-6.227477,106.834306,1,3.1,2,3,2,1,00000000000000100000100000000000000000000000000000000000000000000000000000000000000000,qqgux4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3882,https://www.zomato.com/jakarta/bueno-nasio-kuningan/info,200000,6.0,-6.22988105,106.82771869,0,3.7,4,0,0,152,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqguwc,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.3862943611198906,0.2,2.5
3883,https://www.zomato.com/jakarta/ottomans-coffee-brewers-kuningan/info,200000,825.0,-6.231265,106.823951,0,4.2,0,121,0,1058,00000000000000000000100000000000000001000000000000000000000000000000000000000000000010,qqguwc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3884,https://www.zomato.com/jakarta/amore-mio-kuningan/info,50000,7.0,-6.22358,106.82571,0,3.4,1,4,0,25,00000000000000000000100000000000000000000000000000000000000000000000000000000000000000,qqguwg,0.0,9.0,4.0,8.0,4.0,0.0,0.0,4.0,4.0,2.0,0.0,14.0,0.0,15.0,0.0,0.0,2.009740688052647,0.2,3.5
3885,https://www.zomato.com/jakarta/koh-e-noor-kuningan/info,300000,117.0,-6.221456,106.8329,0,4.0,0,299,0,1366,00000000000000000000000000000000000100000000000000000000100000000000000000000000000000,qqgux5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0
3888,https://www.zomato.com/jakarta/ichiban-sushi-kuningan/info,200000,140.0,-6.2250638986,106.8298493698,1,3.3,0,56,0,34,00000000000000000000000000000000000000100000000000000000000000001000000000000010000000,qqguwf,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,1.470131920408841,0.0,0.0
3889,https://www.zomato.com/jakarta/mcgettigans-kuningan/info,450000,166.0,-6.229928,106.827945,0,4.0,0,16,0,1369,00010000000000000000000000000000000000000000000000000000000000000000000000000000000010,qqguwc,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.3862943611198906,0.25,2.5
3893,https://www.zomato.com/jakarta/warunk-upnormal-kuningan/info,100000,157.0,-6.221336,106.833011,1,2.9,0,31,1,2,00000000000000000000000000000000000010000000000000000000000000000000000000100000000000,qqgux5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3894,https://www.zomato.com/jakarta/warung-leko-kuningan/info,230000,51.0,-6.2249749077,106.8301149085,1,3.6,1,5,1,3,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,qqguwf,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,3.0,0.0,1.762314710836667,0.0,0.0
3895,https://www.zomato.com/jakarta/asia-restaurant-the-ritz-carlton-jakarta-mega-kuningan-kuningan/info,600000,494.0,-6.229597,106.827639,0,4.2,0,532,0,1240,00000000000000000001000000000000000010100000000000000000000000000000000000000000000010,qqguwc,0.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.7104932300550042,0.5,3.6999999999999997
3896,https://www.zomato.com/jakarta/duta-kuningan/info,80000,8.0,-6.2266713982,106.8325449899,0,3.4,1,5,0,6,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,qqgux4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3897,https://www.zomato.com/jakarta/bakso-boedjangan-1-kuningan/info,100000,15.0,-6.2205410088,106.8327535316,1,3.0,0,156,0,16,00000011000000000000000000000000000010000000000000000000000000000000000000000000000000,qqgux5,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0397207708399179,0.0,0.0
3899,https://www.zomato.com/jakarta/cravefeine-kuningan/info,100000,33.0,-6.2288641625,106.8240876496,0,2.9,0,22,0,71,00000000000000000010000000000000000000000000000000000000000000000000000000000000000000,qqguwf,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.1490596969706202,0.3,3.6333333333333333
3901,https://www.zomato.com/jakarta/hi-fries-kuningan/info,70000,66.0,-6.2243516377,106.8269495666,0,4.0,0,95,4,0,00000000000000000000000000000000000000000000000000000000000000000000100000000000000000,qqguwf,0.0,17.0,1.0,3.0,8.0,0.0,0.0,1.0,46.0,2.0,2.0,5.0,4.0,30.0,6.0,0.0,1.8413942630541422,0.0,0.0
3902,https://www.zomato.com/jakarta/oma-vegetarian-kuningan/info,60000,8.0,-6.227676,106.824176,0,3.2,2,2,0,940,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qqguwf,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0397207708399179,0.0,0.0
3903,https://www.zomato.com/jakarta/ayookopi-com-kuningan/info,120000,8.0,-6.224167,106.827077,0,3.2,0,8,0,1450,00000000000000000000100000000000000010000000000000000000000000000000000000000000000000,qqguwf,0.0,17.0,1.0,3.0,8.0,0.0,0.0,1.0,46.0,2.0,2.0,5.0,4.0,30.0,7.0,0.0,1.850283902911488,0.5,3.05
3904,https://www.zomato.com/jakarta/kopi-janji-jiwa-kuningan/info,70000,50.0,-6.223954011,106.8261200935,1,3.9,2,3,2,1,00000000000000100000100000000000000000000000000000000000000000000000000000000000000000,qqguwf,0.0,17.0,1.0,3.0,6.0,0.0,2.0,1.0,46.0,2.0,2.0,5.0,4.0,30.0,4.0,0.0,1.8555918858343634,0.5,3.05
3905,https://www.zomato.com/jakarta/tokyo-belly-kuningan/info,200000,59.0,-6.224669,106.829507,1,4.0,0,56,0,56,00000000000000000000000000000000000000100000000000000000000000001000000000000010000000,qqguwf,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,1.3341863749329532,0.0,0.0
3907,https://www.zomato.com/jakarta/penyetan-cok-kuningan/info,150000,23.0,-6.2216782343,106.8335977569,1,3.3,1,5,0,64,00000000000000000000000000000000000000010000000000000000000000000000000000000000000000,qqgux5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3910,https://www.zomato.com/jakarta/kop%C3%A8-at-tugu-kuningan/info,100000,4.0,-6.21458,106.831087,0,3.4,0,29,0,93,00000000000000000010100000000000000000000000000000000000000000000000000000000000000000,qqguxh,0.0,18.0,22.0,14.0,7.0,2.0,0.0,1.0,0.0,2.0,3.0,16.0,4.0,8.0,2.0,0.0,2.124466834405969,0.2,3.6625
3911,https://www.zomato.com/jakarta/imperial-kitchen-dimsum-kuningan/info,250000,324.0,-6.2248105911,106.8302000687,1,3.7,0,34,1,3,00000000000000000001000100000000000000000000000000000000000000000000000000000000000000,qqguwf,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,3.0,0.0,1.762314710836667,0.3333333333333333,2.8
3912,https://www.zomato.com/jakarta/hk-dim-sum-kuningan/info,150000,11.0,-6.2249175802,106.829440333,0,3.1,2,2,0,6,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qqguwf,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,1.3650767235712218,0.3333333333333333,2.8
3913,https://www.zomato.com/jakarta/phd-kuningan/info,150000,24.0,-6.216883,106.836288,1,3.3,0,69,1,4,00000000000000000000000000000000000000000000000000000000000000100000000000000000000000,qqguxh,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9368883075390159,0.0,0.0
3914,https://www.zomato.com/jakarta/the-holyribs-karet/info,300000,284.0,-6.224223,106.822815,1,4.0,0,38,0,40,00000000000000000000000000000000000000000000000000000000000000000000000001000000000000,qqguwf,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,1.4708084763221114,0.0,0.0
3915,https://www.zomato.com/jakarta/kafe-dalleta-kuningan/info,90000,5.0,-6.2278366074,106.8248782307,0,3.2,0,135,0,38,00000000000000000000100000000000000000010000000000000000000000000000000000000000000000,qqguwf,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8675632284814612,0.5714285714285714,3.375
3916,https://www.zomato.com/jakarta/nasi-uduk-kebon-kacang-kuningan/info,100000,17.0,-6.2244072987,106.8264734745,1,2.5,0,87,0,12,00000000000001000000000000000000000000000000000000000000000000000000000000000000000000,qqguwf,0.0,17.0,1.0,3.0,7.0,0.0,2.0,1.0,46.0,2.0,2.0,5.0,4.0,30.0,4.0,0.0,1.8643808560792343,0.0,0.0
3920,https://www.zomato.com/jakarta/the-cafe-xxi-epicentrum-walk-kuningan/info,250000,12.0,-6.217216,106.834856,0,2.8,0,29,0,112,00000000000000000010100000000000000000000000000000000000000000000000000000000000000000,qqguxh,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1.2945451658448959,0.2608695652173913,3.3166666666666664
3921,https://www.zomato.com/jakarta/asagao-coffee-express-1-kuningan/info,100000,9.0,-6.2211732825,106.8262062594,0,3.3,0,134,0,372,00000000000000100000101000000000000000000000000000000000000000000000000000000000000000,qqguwg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3922,https://www.zomato.com/jakarta/saigon-cafe-kuningan/info,300000,281.0,-6.219935,106.833181,0,4.5,0,190,0,1397,00000000000000000000000000000000010000000000000000000000000000000000000000000000000100,qqgux5,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6730116670092565,0.0,0.0
3924,https://www.zomato.com/jakarta/little-india-restaurant-kuningan/info,180000,104.0,-6.227508,106.826524,1,3.9,0,213,0,459,00000000000000000000000000000000000100000000000000000000000000000000000000000000000000,qqguwf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3927,https://www.zomato.com/jakarta/banhbanh-kuningan/info,100000,153.0,-6.22495191,106.8291892111,0,4.2,0,57,1,4,00000000000000000000000000000000000000000000000000000000000000000000000000000000000100,qqguwf,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,1.1973401339967784,0.0,0.0
3928,https://www.zomato.com/jakarta/serba-tom-yam-kuningan/info,100000,5.0,-6.2240983299,106.8269482255,0,2.2,0,210,0,64,00000000000000000000000000000000000010000000000000000000000000000000000000000000010000,qqguwf,0.0,17.0,1.0,3.0,8.0,0.0,0.0,1.0,46.0,2.0,2.0,5.0,4.0,30.0,6.0,0.0,1.8413942630541422,0.0,0.0
3929,https://www.zomato.com/jakarta/batagor-cuplis-kuningan/info,120000,11.0,-6.221356,106.833619,1,2.9,0,1004,0,44,00000000000000000000000000000000000000000000000000000000000000000000000000100100000000,qqgux5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3930,https://www.zomato.com/jakarta/don-ya-kuningan/info,220000,32.0,-6.2295800835,106.8252916262,0,2.3,0,42,0,44,00000000000000000000000000000000000000100000000000000000000000001000000000000000000000,qqguwc,0.0,13.0,5.0,6.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,12.0,0.0,5.0,4.0,0.0,2.0337010664274935,0.0,0.0
3931,https://www.zomato.com/jakarta/escalator-coffeehouse-kuningan/info,150000,56.0,-6.219226797,106.8369937688,0,3.9,0,33,0,1590,00000000000000000010100000000000000000000000000000000000000000000000000000000000100000,qqgux5,0.0,2.0,0.0,0.0,1.0,0.0,3.0,6.0,0.0,1.0,0.0,7.0,0.0,0.0,5.0,0.0,1.7348258789461908,0.0,0.0
3932,https://www.zomato.com/jakarta/pawon-nyonya-kuningan/info,150000,30.0,-6.2279036002,106.8257496133,0,2.9,1,6,1,3,00000000000000000000000000000000000010010000000000000000000000000000000000000000000000,qqguwf,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7963116401738131,0.0,0.0
3933,https://www.zomato.com/jakarta/delico-kuningan/info,300000,52.0,-6.2313618827,106.8278306723,1,3.6,0,174,0,48,00010100000000000000000000000000000001000000000000000000000000000000000000000000000010,qqguwc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3934,https://www.zomato.com/jakarta/koi-express-teppanyaki-kuningan/info,120000,32.0,-6.2240733324,106.8266709521,1,2.7,2,1,2,1,00000000000000000000000000000000000000100000000000000000000000000000000000000000000000,qqguwf,0.0,17.0,1.0,3.0,8.0,0.0,0.0,1.0,46.0,2.0,2.0,5.0,4.0,30.0,6.0,0.0,1.8413942630541422,0.0,0.0
3935,https://www.zomato.com/jakarta/splash-the-grove-suites-kuningan/info,500000,11.0,-6.2178199236,106.8344607577,0,3.3,0,16,0,1882,00010000000000000000000000000000000000000000000000000000000000000000000000000000000010,qqguxh,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,7.0,0.0,0.0,1.0,0.0,1.5843227778183766,0.03571428571428571,3.3
3936,https://www.zomato.com/jakarta/koffie-nation-kuningan/info,150000,20.0,-6.2176979344,106.8347910047,0,3.7,0,112,0,1818,00000000000000000010000000000000000010000000000000000000000000000000000000000000000000,qqguxh,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,3.0,4.0,0.0,0.0,1.0,0.0,1.679204331602707,0.4230769230769231,3.4181818181818184
3937,https://www.zomato.com/jakarta/high-on-caffein-kuningan/info,250000,15.0,-6.227212,106.833559,0,3.7,0,16,0,169,00010000000000000000000000000000000000000000000000000000000000000000000000000000000010,qqgux4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3938,https://www.zomato.com/jakarta/lobo-italian-bistro-the-ritz-carlton-jakarta-mega-kuningan-kuningan/info,600000,62.0,-6.229617,106.827613,0,4.0,0,62,0,1183,00000000000000000000000000000000000001000000000000000000000000000000000000000000000000,qqguwc,0.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.7104932300550042,0.0,0.0
3940,https://www.zomato.com/jakarta/pearl-jw-marriott-hotel-kuningan/info,500000,96.0,-6.227585,106.827273,0,4.1,2,2,0,1860,00000000000000000001000000000000000000000000000000000000000000000000000000000000000000,qqguwf,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,3.95
3941,https://www.zomato.com/jakarta/taucy-kuningan/info,50000,25.0,-6.2248702517,106.8294161931,0,3.3,0,438,4,0,00000000000000000000000000000000000000000000000000000000000000000000100000100000000000,qqguwf,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,1.3341863749329532,0.0,0.0
3943,https://www.zomato.com/jakarta/burger-king-2-kuningan/info,125000,66.0,-6.2213975945,106.8326117098,1,3.4,0,63,0,36,00000000000000000100000000100000000000000000000000000000000000000000000000000000000000,qqgux5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0986122886681096,0.0,0.0
3944,https://www.zomato.com/jakarta/the-coffee-dept-kuningan/info,100000,9.0,-6.2242049858,106.8268271908,0,3.2,0,22,0,42,00000000000000000010000000000000000000000000000000000000000000000000000000000000000000,qqguwf,0.0,17.0,1.0,3.0,8.0,0.0,0.0,1.0,46.0,2.0,2.0,5.0,4.0,30.0,6.0,0.0,1.8413942630541422,0.0,0.0
3945,https://www.zomato.com/jakarta/kopi-sodara-kuningan/info,100000,5.0,-6.218893,106.834949,1,3.2,1,4,0,44,00000000000000000000100000000000000000000000000000000000000000000000000000000000000000,qqgux5,0.0,6.0,4.0,6.0,1.0,0.0,6.0,9.0,0.0,2.0,3.0,10.0,0.0,0.0,8.0,0.0,2.154326211103127,0.18181818181818182,3.2
3947,https://www.zomato.com/jakarta/a-fung-baso-sapi-asli-kuningan/info,130000,29.0,-6.2247532636,106.8293803185,1,3.8,0,26,4,0,00000001000000000000000000000000000000000000000000000000000000000000000000000000000000,qqguwf,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,1.3341863749329532,0.0,0.0
3948,https://www.zomato.com/jakarta/ramen-ya-kuningan/info,120000,42.0,-6.2251115604,106.829289794,1,3.8,0,42,4,0,00000000000000000000000000000000000000100000000000000000000000001000000000000000000000,qqguwf,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,1.4244427785036178,0.0,0.0
3949,https://www.zomato.com/jakarta/the-coffee-bean-tea-leaf-kuningan/info,110000,51.0,-6.225034235,106.8298701569,1,3.4,0,105,0,48,01000000000000000000101000000000000001000000000000000000000000000000000000000000100000,qqguwf,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,1.4502523446634912,0.0,0.0
3950,https://www.zomato.com/jakarta/billiechick-kuningan/info,250000,67.0,-6.2249755743,106.8298044428,0,3.5,0,1392,0,414,00010000000000000000001001000000000000000000000000000000000000000000000000000000000000,qqguwf,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,1.395498677715188,0.3333333333333333,3.2
3951,https://www.zomato.com/jakarta/es-teler-77-kuningan/info,115000,27.0,-6.22455,106.82728,1,2.7,1,6,0,972,00000000000000000000000000000000000010010000000000000000000000000000000000000000000000,qqguwf,0.0,17.0,1.0,3.0,8.0,0.0,0.0,1.0,46.0,2.0,0.0,5.0,4.0,30.0,7.0,0.0,1.7973020966702071,0.0,0.0
3952,https://www.zomato.com/jakarta/singah-kupi-kuningan/info,50000,8.0,-6.2296964039,106.8250773847,0,3.5,0,29,1,2,00000000000000000010100000000000000000000000000000000000000000000000000000000000000000,qqguwc,0.0,8.0,5.0,5.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,9.0,0.0,5.0,4.0,0.0,2.097910371076332,0.21428571428571427,3.3000000000000003
3953,https://www.zomato.com/jakarta/the-social-pot-shabu-and-grill-karet/info,300000,865.0,-6.2248255896,106.8229299411,0,4.6,0,159,0,237,00000000000000000000000000000000100000100000000000000000000000000000000000000000000000,qqguwf,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.3296613488547582,0.0,0.0
3955,https://www.zomato.com/jakarta/dapur-laris-kuningan/info,80000,8.0,-6.224234,106.826863,0,2.9,0,66,0,234,00000000000000000000000000000000000000000000000000000000000000000000000000000100000000,qqguwf,0.0,17.0,1.0,3.0,8.0,0.0,0.0,1.0,46.0,2.0,2.0,5.0,4.0,30.0,6.0,0.0,1.8413942630541422,0.0,0.0
3957,https://www.zomato.com/jakarta/kopi-kenangan-9-kuningan/info,50000,17.0,-6.225119,106.825555,1,3.7,0,24,4,0,00000000000000100000100000000000000000000000000000000000000000000000000000000000100000,qqguwf,0.0,16.0,1.0,3.0,2.0,0.0,2.0,1.0,46.0,0.0,2.0,5.0,4.0,30.0,4.0,0.0,1.7440461424452165,0.5,3.05
3958,https://www.zomato.com/jakarta/dapur-mtw-kuningan/info,90000,14.0,-6.218908,106.833243,0,3.7,4,0,0,104,00000000000000000000000000000000000010000000000000000000000000000000000000000000000000,qqgux5,0.0,10.0,4.0,6.0,1.0,0.0,8.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,1.9399660612712144,0.125,3.7
3960,https://www.zomato.com/jakarta/moonshine-dine-lounge-kuningan/info,450000,88.0,-6.2287925036,106.8240303174,0,4.0,0,16,0,1537,00010000000000000000000000000000000000000000000000000000000000000000000000000000000010,qqguwf,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.1490596969706202,0.1111111111111111,3.5
3965,https://www.zomato.com/jakarta/kopi-lugu-kuningan/info,60000,9.0,-6.2182972144,106.8348345906,0,3.9,0,184,0,466,00000000000000000000100000000000000000000000000000000000000000000000000000100000000000,qqgux5,0.0,6.0,13.0,6.0,1.0,0.0,8.0,12.0,0.0,2.0,3.0,11.0,1.0,0.0,10.0,0.0,2.1619019402377324,0.16666666666666666,3.2
3966,https://www.zomato.com/jakarta/siomay-addict-kuningan/info,50000,5.0,-6.2248272561,106.8290923163,0,2.5,0,28,4,0,00000000000000000001000000000000000010000000000000000000000000000000000000000000000000,qqguwf,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.9470571522825082,0.0,0.0
3967,https://www.zomato.com/jakarta/hokben-kuningan/info,150000,49.0,-6.224182988,106.8264151365,1,3.6,0,40,1,4,00000000000000000000000000100000000000100000000000000000000000000000000000000000000000,qqguwf,0.0,17.0,1.0,3.0,7.0,0.0,2.0,1.0,46.0,2.0,2.0,5.0,4.0,30.0,4.0,0.0,1.8643808560792343,0.0,0.0
3968,https://www.zomato.com/jakarta/xi-bo-ba-2-kuningan/info,60000,12.0,-6.2206633306,106.8328816071,1,3.1,0,9,2,1,00000000000000101000000000000000000000000000000000000000000000000000000000000000000000,qqgux5,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6365141682948128,0.0,0.0
3969,https://www.zomato.com/jakarta/sakana-kuningan/info,300000,84.0,-6.2299200457,106.8276181072,0,4.0,2,1,0,890,00000000000000000000000000000000000000100000000000000000000000000000000000000000000000,qqguwc,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.3862943611198906,0.2,4.1
3970,https://www.zomato.com/jakarta/oakroom-kuningan/info,400000,36.0,-6.227779,106.825833,0,3.0,0,13,0,768,00000000000000000000000000000000000010000000000000000000000000000000000000000000000010,qqguwf,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7963116401738131,0.0,0.0
3971,https://www.zomato.com/jakarta/burgreens-kuningan/info,250000,87.0,-6.228047918,106.8257251382,1,4.0,0,223,0,694,00000000000000000000000000000000010010000000000000000000000000000000000000000000000010,qqguwf,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9002560512685369,0.0,0.0
3972,https://www.zomato.com/jakarta/maxx-coffee-1-kuningan/info,100000,4.0,-6.2251392242,106.8301765993,1,3.5,0,15,0,23,00000000000000000000101000000000000000000000000000000000000000000000000000000000100000,qqguwf,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.7480673485460894,0.0,0.0
3973,https://www.zomato.com/jakarta/no-11-eleven-1-kuningan/info,500000,65.0,-6.231547,106.824008,0,3.9,2,1,0,787,00000000000000000000000000000000000000100000000000000000000000000000000000000000000000,qqguwc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
